accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.011,-1.1,1.9,10.5
0.207,-3.2,2.5,9.0
0.323,-2.3,1.7,9.3
0.442,-2.1,1.6,9.3
0.527,-2.2,1.8,9.5
0.624,-2.0,1.8,9.4
0.724,-2.2,1.5,10.7
0.824,-1.5,-0.0,8.0
0.924,0.6,-2.1,10.4
1.024,-0.3,-2.7,9.9
1.124,-0.3,-3.4,9.2
1.223,-0.4,-3.3,9.1
1.324,-0.4,-3.0,10.4
1.424,0.4,-7.1,6.8
1.524,0.2,-7.2,7.1
1.625,-0.5,-5.7,10.4
1.725,1.3,-14.0,3.4
1.824,4.1,-9.0,-3.1
1.924,4.8,-6.4,-5.3
2.024,4.7,-5.4,-5.0
2.125,-0.5,-7.5,11.5
2.229,2.2,-9.4,2.1
2.333,9.3,-6.5,-8.8
2.428,7.8,-13.8,15.0
2.525,0.7,-9.4,2.7
2.627,9.5,-5.4,-8.3
2.727,-10.6,-12.4,16.9
2.83,2.7,-8.4,-0.1
2.924,9.5,-5.9,-9.6
3.025,-11.6,-7.9,-8.7
3.125,6.6,-7.4,-0.5
3.225,9.5,-5.2,-8.7
3.325,9.1,-10.7,9.8
3.428,9.5,-6.8,-1.8
3.525,8.8,-5.1,-7.6
3.626,-5.1,-7.3,7.3
3.724,8.7,-7.6,-1.7
3.83,8.7,-5.3,-8.2
3.927,0.1,-12.3,15.0
4.027,8.9,-6.4,-2.1
4.127,7.7,-5.7,-8.0
4.238,8.3,-9.8,6.5
4.327,8.4,-6.0,-2.8
4.431,7.7,-5.7,-6.2
4.526,6.5,-10.5,5.2
4.636,8.5,-6.5,-3.1
4.726,7.5,-5.8,-5.9
4.826,11.9,-7.6,8.0
4.931,7.4,-6.5,-4.0
5.03,7.4,-6.1,-5.5
5.126,9.0,-7.3,5.1
5.242,6.7,-6.3,-5.4
5.303,6.7,-6.0,-4.8
5.424,6.4,-7.3,2.3
5.531,7.2,-6.3,-7.4
5.629,6.0,-7.6,2.0
5.732,2.9,-8.6,-0.5
5.831,9.2,-6.0,-9.6
5.931,-9.9,-10.6,-5.5
6.028,6.2,-7.9,-2.4
6.136,7.7,-6.4,-7.5
6.234,2.5,-10.8,10.2
6.333,7.8,-7.2,-2.4
6.432,7.2,-5.9,-6.1
6.536,5.1,-7.1,2.0
6.628,6.3,-5.3,-8.1
6.732,0.3,-11.8,4.8
6.828,2.5,-11.1,0.8
6.948,2.3,-9.2,4.9
7.03,1.9,-7.6,5.6
7.129,1.8,-2.5,8.8
7.244,-0.6,1.9,10.0
7.341,-1.0,3.4,8.5
7.429,-1.0,3.6,8.5
7.531,-0.1,3.3,8.7
7.629,-0.4,2.7,9.1
7.729,-0.5,3.2,9.4
7.835,-0.7,3.3,9.4
7.94,-0.5,3.2,9.3
