accel_time_list,accel_x_list,accel_y_list,accel_z_list
0.006,0.7,2.9,9.3
0.226,0.8,3.6,9.2
0.234,0.9,3.1,9.5
0.343,0.6,3.1,9.6
0.431,0.1,5.1,9.4
0.536,0.9,3.2,8.9
0.633,1.6,0.4,9.7
0.739,1.2,-4.5,8.7
0.831,1.1,-9.4,6.8
1.024,2.1,-6.7,7.2
1.124,0.4,-4.2,8.7
1.224,-0.3,-10.8,12.2
1.331,0.4,-5.6,9.1
1.424,1.0,-5.6,7.9
1.524,0.8,-5.5,8.5
1.624,0.5,-5.5,8.1
1.727,0.8,-5.7,8.2
1.823,0.7,-5.7,8.1
1.924,0.7,-5.5,8.2
2.024,0.6,-5.5,8.2
2.124,0.7,-5.7,8.1
2.224,0.6,-5.6,8.1
2.324,0.7,-5.7,8.1
2.424,0.7,-5.6,8.2
2.524,0.6,-5.6,8.1
2.631,0.7,-5.7,8.1
2.727,0.8,-5.7,8.1
2.825,0.7,-5.6,8.0
2.93,0.5,-6.0,8.4
3.025,2.8,-4.0,16.9
3.126,1.5,-17.0,6.0
3.225,0.3,-2.7,-0.7
3.325,-0.4,4.8,1.7
3.427,0.0,5.9,3.7
3.526,2.2,3.7,3.4
3.626,-1.3,-2.1,-0.2
3.726,-12.8,-32.7,2.1
3.826,-9.3,-4.9,-1.6
3.926,0.4,-6.1,4.6
4.026,-0.0,-9.3,1.2
4.126,0.2,-9.8,-1.3
4.234,0.1,-9.5,0.2
4.328,0.2,-9.6,-0.1
4.433,-0.0,-9.5,0.0
4.558,0.1,-9.6,0.2
4.639,0.1,-9.5,0.1
4.731,0.1,-9.7,0.0
4.828,0.1,-9.6,0.1
4.927,0.2,-9.7,0.1
5.034,0.1,-9.6,0.1
5.127,-0.0,-9.7,0.0
5.227,-0.1,-9.5,0.3
5.327,-0.1,-9.7,0.2
5.429,-0.0,-9.8,0.1
5.528,0.2,-10.4,-0.3
5.627,-0.4,-10.8,1.1
5.733,-0.5,-9.9,2.9
5.83,-0.3,-9.2,4.4
5.928,0.7,-1.6,7.1
6.035,0.3,3.2,9.6
6.164,-0.2,4.2,10.0
6.269,-1.1,2.2,9.2
6.328,-0.6,3.3,8.8
6.428,-0.3,2.7,9.5
6.536,-0.9,3.5,9.4
6.628,-0.5,3.2,9.5
6.742,-0.7,3.3,9.4
6.832,-0.6,2.9,9.4
6.936,-0.4,3.0,9.6
7.028,-0.6,3.1,9.5
7.133,-0.6,3.0,9.5
